link,price,title,location,post-date,bedrooms,bathrooms,receptions
https://www.zoopla.co.uk//to-rent/details/59711354/,£750 pcm,3 bed terraced house to rent,"Selsey Road, Edgbaston, Birmingham B17",Listed on 16th Nov 2021,3,N/A,N/A
https://www.zoopla.co.uk//to-rent/details/60203444/,"£1,300 pcm",2 bed terraced house to rent,"Albion Street, Jewellery Quarter, Birmingham B1",Listed on 16th Nov 2021,2,2,N/A
https://www.zoopla.co.uk//to-rent/details/60203357/,"£3,198 pcm",6 bed terraced house to rent,"Bournbrook Road, Selly Oak B29",Listed on 16th Nov 2021,6,7,N/A
https://www.zoopla.co.uk//to-rent/details/53631837/,£850 pcm,2 bed flat to rent,"Nexus Point, Edwards Road, Erdington B24",Listed on 16th Nov 2021,2,1,1
https://www.zoopla.co.uk//to-rent/details/60203066/,£775 pcm,2 bed property to rent,"Woodlands Street, Smethwick B66",Listed on 16th Nov 2021,2,N/A,N/A
https://www.zoopla.co.uk//to-rent/details/60203044/,£450 pcm,Room to rent,"Vicarage Road, Smethwick B67",Listed on 16th Nov 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/50212117/,£775 pcm,1 bed flat to rent,"Madison House, Wrentham Street, Birmingham B5",Listed on 16th Nov 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/60202873/,£875 pcm,3 bed terraced house to rent,"Shirley Road, Hall Green, Birmingham B28",Listed on 16th Nov 2021,3,1,2
https://www.zoopla.co.uk//to-rent/details/60202798/,£800 pcm,1 bed flat to rent,"Carver Street, Hockley, Birmingham B1",Listed on 16th Nov 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/40874018/,£550 pcm,Studio to rent,"School Road, Hall Green, Birmingham B28",Listed on 16th Nov 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/45150367/,£950 pcm,3 bed property to rent,"Ashby Close, Hodge Hill, Birmingham B8",Listed on 16th Nov 2021,3,N/A,N/A
https://www.zoopla.co.uk//to-rent/details/60202426/,"£1,500 pcm",6 bed semi-detached house to rent,"Albert Road, Stechford, Birmingham B33",Listed on 16th Nov 2021,6,2,1
https://www.zoopla.co.uk//to-rent/details/56286671/,£650 pcm,2 bed terraced house to rent,"Eva Road, Birmingham B18",Listed on 16th Nov 2021,2,1,1
https://www.zoopla.co.uk//to-rent/details/60201786/,£775 pcm,1 bed flat to rent,"Alcester Street, Deritend, Birmingham B12",Listed on 16th Nov 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/60201771/,£650 pcm,Studio to rent,"Metchley Drive, Harborne, Birmingham B17",Listed on 16th Nov 2021,1,N/A,N/A
https://www.zoopla.co.uk//to-rent/details/60201763/,£690 pcm,Studio to rent,"Metchley Drive, Harborne, Birmingham B17",Listed on 16th Nov 2021,1,N/A,N/A
https://www.zoopla.co.uk//to-rent/details/60201748/,£750 pcm,1 bed flat to rent,"Westside Two, Suffolk Street Queensway, Birmingham B1",Listed on 16th Nov 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/60201582/,£825 pcm,1 bed flat to rent,"Shaftesbury House, Station Street B5",Listed on 16th Nov 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/46588972/,£895 pcm,1 bed flat to rent,"Fleet Street, Birmingham B3",Listed on 16th Nov 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/60201499/,"£3,000 pcm",6 bed terraced house to rent,"Hubert Road, Birmingham B29",Listed on 16th Nov 2021,6,5,N/A
https://www.zoopla.co.uk//to-rent/details/52317572/,£700 pcm,2 bed terraced house to rent,"Brook Meadow Road, Castle Bromwich, Birmingham B34",Listed on 16th Nov 2021,2,1,N/A
https://www.zoopla.co.uk//to-rent/details/46413993/,£850 pcm,3 bed semi-detached house to rent,"Coventry Road, Birmingham B26",Listed on 16th Nov 2021,3,1,2
https://www.zoopla.co.uk//to-rent/details/60201145/,£895 pcm,3 bed semi-detached house to rent,"Woodleigh Avenue, Harborne, Birmingham B17",Listed on 16th Nov 2021,3,1,2
https://www.zoopla.co.uk//to-rent/details/60201112/,£485 pcm,1 bed flat to rent,"Fillingham Close, Birmingham B37",Listed on 16th Nov 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/60201063/,£395 pcm,Studio to rent,"Birchfield Road, Aston, Birmingham B19",Listed on 16th Nov 2021,N/A,1,N/A
https://www.zoopla.co.uk//to-rent/details/60200854/,£475 pcm,2 bed shared accommodation to rent,"Parsons Mews, Kings Norton B30",Listed on 16th Nov 2021,2,2,1
https://www.zoopla.co.uk//to-rent/details/60107111/,"£3,363 pcm",8 bed shared accommodation to rent,"Dawlish Rd, Selly Oak, Birmingham B29",Listed on 16th Nov 2021,8,3,1
https://www.zoopla.co.uk//to-rent/details/38756503/,"£3,016 pcm",8 bed terraced house to rent,"Hubert Road, Selly Oak Birmingham B29",Listed on 16th Nov 2021,8,8,1
https://www.zoopla.co.uk//to-rent/details/38756526/,£429 pcm,8 bed terraced house to rent,"Hubert Road, Selly Oak Birmingham B29",Listed on 16th Nov 2021,8,8,1
https://www.zoopla.co.uk//to-rent/details/38772960/,"£3,189 pcm",8 bed terraced house to rent,"Hubert Rd, Selly Oak, Birmingham B29",Listed on 16th Nov 2021,8,8,1
https://www.zoopla.co.uk//to-rent/details/38453293/,"£3,432 pcm",8 bed shared accommodation to rent,"Hubert Road, Selly Oak, Birmingham B29",Listed on 16th Nov 2021,8,8,1
https://www.zoopla.co.uk//to-rent/details/42477106/,"£3,189 pcm",8 bed shared accommodation to rent,"Hubert Road, Selly Oak, Birmingham B29",Listed on 16th Nov 2021,8,8,1
https://www.zoopla.co.uk//to-rent/details/49474673/,"£3,120 pcm",8 bed terraced house to rent,"Dawlish Road, Selly Oak B29",Listed on 16th Nov 2021,8,4,1
https://www.zoopla.co.uk//to-rent/details/53121219/,"£3,224 pcm",8 bed terraced house to rent,"Hubert Road, Selly Oak, Birmingham B29",Listed on 16th Nov 2021,8,8,N/A
https://www.zoopla.co.uk//to-rent/details/60105594/,"£3,783 pcm",9 bed shared accommodation to rent,"Dawlish Road, Birmingham B29",Listed on 16th Nov 2021,9,4,1
https://www.zoopla.co.uk//to-rent/details/60200140/,£775 pcm,3 bed property to rent,"Nineveh Road, Handsworth, Birmingham B21",Listed on 16th Nov 2021,3,2,1
https://www.zoopla.co.uk//to-rent/details/57229299/,£725 pcm,Studio to rent,"The Hub, Clive Passage B4",Listed on 16th Nov 2021,N/A,1,N/A
https://www.zoopla.co.uk//to-rent/details/60199955/,"£6,500 pcm",17 bed property to rent,"Westbourne Road, Edgbaston, Birmingham B15",Listed on 16th Nov 2021,17,6,1
https://www.zoopla.co.uk//to-rent/details/54705331/,£875 pcm,2 bed flat to rent,"565 Chester Road, Sutton Coldfield B73",Listed on 16th Nov 2021,2,2,1
https://www.zoopla.co.uk//to-rent/details/60199773/,"£1,400 pcm",2 bed flat to rent,"Washington Wharf, Granville Street B1",Listed on 16th Nov 2021,2,2,1
https://www.zoopla.co.uk//to-rent/details/49515733/,£875 pcm,3 bed semi-detached house to rent,"Gibbins Road, Birmingham B29",Listed on 16th Nov 2021,3,1,2
https://www.zoopla.co.uk//to-rent/details/60199617/,£950 pcm,3 bed semi-detached house to rent,"Pargeter Road, Bearwood, Smethwick B67",Listed on 16th Nov 2021,3,1,2
https://www.zoopla.co.uk//to-rent/details/60199564/,£971 pcm,2 bed property to rent,"19 George Road, Selly Oak B29",Listed on 16th Nov 2021,2,1,2
https://www.zoopla.co.uk//to-rent/details/60199528/,"£2,942 pcm",7 bed end terrace house to rent,"Heeley Road, Selly Oak, Birmingham B29",Listed on 16th Nov 2021,7,3,1
https://www.zoopla.co.uk//to-rent/details/60199509/,"£2,730 pcm",7 bed semi-detached house to rent,"Gibbins Road, Selly Oak, Birmingham B29",Listed on 16th Nov 2021,7,3,1
https://www.zoopla.co.uk//to-rent/details/60199469/,£500 pcm,Room to rent,"Anderton Park Road, Moseley, Birmingham B13",Listed on 16th Nov 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/60199402/,£550 pcm,Room to rent,"Anderton Park Road, Moseley, Birmingham B13",Listed on 16th Nov 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/60199331/,"£1,425 pcm",2 bed flat to rent,"Landrow Place, 86 Lionel Street, Birmingham B3",Listed on 16th Nov 2021,2,2,N/A
https://www.zoopla.co.uk//to-rent/details/60199308/,"£2,297 pcm",5 bed semi-detached house to rent,"Student Property 2022-2023 Selly Oak, Birmingham B29",Listed on 16th Nov 2021,5,2,1
https://www.zoopla.co.uk//to-rent/details/60199276/,"£2,556 pcm",5 bed terraced house to rent,"Student Property Frederick Road Selly Oak, Birmingham B29",Listed on 16th Nov 2021,5,2,1
https://www.zoopla.co.uk//to-rent/details/60199253/,"£2,340 pcm",5 bed terraced house to rent,"Student Property Raddlebarn Road Selly Oak, Birmingham B29",Listed on 16th Nov 2021,5,2,1
https://www.zoopla.co.uk//to-rent/details/60199252/,£700 pcm,Room to rent,"Edgbaston Road East, Moseley, Birmingham B12",Listed on 16th Nov 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/60199231/,"£2,275 pcm",5 bed terraced house to rent,"Student Property 2022-2023 Lodgehill Roadselly Oak, Birmingham B29",Listed on 16th Nov 2021,5,2,1
https://www.zoopla.co.uk//to-rent/details/60199190/,"£2,123 pcm",5 bed semi-detached house to rent,"Student Property Lodgehill Road Selly Oak, Birmingham B29",Listed on 16th Nov 2021,5,2,1
https://www.zoopla.co.uk//to-rent/details/60199158/,"£2,773 pcm",5 bed end terrace house to rent,"Cadnam Close, Birmingham B17",Listed on 16th Nov 2021,5,5,1
https://www.zoopla.co.uk//to-rent/details/60199131/,"£1,560 pcm",4 bed terraced house to rent,"Student Property 2022-2023 Selly Oak, Birmingham B29",Listed on 16th Nov 2021,4,2,1
https://www.zoopla.co.uk//to-rent/details/60199105/,"£1,456 pcm",4 bed end terrace house to rent,"Westminster Road, Selly Oak, Birmingham B29",Listed on 16th Nov 2021,4,1,1
https://www.zoopla.co.uk//to-rent/details/60199055/,£600 pcm,1 bed flat to rent,"Honeybourne Road, Birmingham B33",Listed on 16th Nov 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/60199085/,"£1,248 pcm",4 bed terraced house to rent,"Milner Road, Selly Oak, Birmingham B29",Listed on 16th Nov 2021,4,1,1
https://www.zoopla.co.uk//to-rent/details/60199039/,"£1,248 pcm",4 bed terraced house to rent,"Milner Road, Selly Oak, Birmingham B29",Listed on 16th Nov 2021,4,1,1
https://www.zoopla.co.uk//to-rent/details/60198992/,£800 pcm,2 bed flat to rent,"City Heights, Birmingham B4",Listed on 16th Nov 2021,2,1,N/A
https://www.zoopla.co.uk//to-rent/details/60199019/,£850 pcm,2 bed flat to rent,"Wake Green Road, Moseley, Birmingham B13",Listed on 16th Nov 2021,2,1,1
https://www.zoopla.co.uk//to-rent/details/60198977/,"£1,612 pcm",4 bed terraced house to rent,"Tealby Grove, Birmingham B29",Listed on 16th Nov 2021,4,2,1
https://www.zoopla.co.uk//to-rent/details/60198949/,"£1,317 pcm",4 bed terraced house to rent,"Westminster Road, Student Property 2022-2023 Selly Oak, Birmingham B29",Listed on 16th Nov 2021,4,1,1
https://www.zoopla.co.uk//to-rent/details/60198893/,£449 pcm,Room to rent,"Alexander Road, Acocks Green, Birmingham B27",Listed on 16th Nov 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/60198618/,"£1,842 pcm",4 bed semi-detached house to rent,"28, Wiggin Street, Birmingham B16",Listed on 16th Nov 2021,4,2,1
https://www.zoopla.co.uk//to-rent/details/53209963/,£795 pcm,1 bed flat to rent,"Fabrick Square, 1 Lombard Street, Digbeth, Birmingham B12",Listed on 16th Nov 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/57340314/,"£2,383 pcm",5 bed terraced house to rent,"Harborne Park Road, Harborne, Birmingham B17",Listed on 16th Nov 2021,5,3,1
https://www.zoopla.co.uk//to-rent/details/47766463/,"£1,475 pcm",4 bed semi-detached house to rent,"Waterside Drive, Hockley B18",Listed on 16th Nov 2021,4,2,1
https://www.zoopla.co.uk//to-rent/details/60198341/,"£1,200 pcm",5 bed terraced house to rent,"Robert Road, Handsworth B20",Listed on 16th Nov 2021,5,2,3
https://www.zoopla.co.uk//to-rent/details/60198107/,"£1,490 pcm",4 bed terraced house to rent,"Milner Road, Selly Oak, Birmingham B29",Listed on 16th Nov 2021,4,2,1
https://www.zoopla.co.uk//to-rent/details/60198067/,"£1,837 pcm",4 bed terraced house to rent,"Warwards Lane, Selly Oak, Birmingham B29",Listed on 16th Nov 2021,4,1,1
https://www.zoopla.co.uk//to-rent/details/60198014/,"£1,768 pcm",4 bed terraced house to rent,"Warwards Lane Selly Oak, Birmingham B29",Listed on 16th Nov 2021,4,2,1
https://www.zoopla.co.uk//to-rent/details/41811754/,£950 pcm,2 bed flat to rent,"Navigation Street, Birmingham B5",Listed on 16th Nov 2021,2,N/A,N/A
https://www.zoopla.co.uk//to-rent/details/60197980/,"£1,473 pcm",4 bed terraced house to rent,"St. Stephens Road, Selly Oak, Birmingham B29",Listed on 16th Nov 2021,4,2,1
https://www.zoopla.co.uk//to-rent/details/60197950/,"£1,170 pcm",3 bed terraced house to rent,"Student Property 2022-2023 Harborne, Birmingham B17",Listed on 16th Nov 2021,3,2,1
https://www.zoopla.co.uk//to-rent/details/60197890/,"£1,274 pcm",3 bed terraced house to rent,"Quinton Road, Harborne, Birmingham B17",Listed on 16th Nov 2021,3,1,1
https://www.zoopla.co.uk//to-rent/details/60197855/,"£1,261 pcm",3 bed flat to rent,"Student/Residential Property 2022-2023 Hagley Court Edgbaston, Birmingham B16",Listed on 16th Nov 2021,3,1,2
https://www.zoopla.co.uk//to-rent/details/60197808/,"£1,183 pcm",3 bed terraced house to rent,"Hubert Road, Selly Oak, Birmingham B29",Listed on 16th Nov 2021,3,1,1
https://www.zoopla.co.uk//to-rent/details/60197776/,"£1,170 pcm",3 bed terraced house to rent,"Milner Road, Selly Oak, Birmingham B29",Listed on 16th Nov 2021,3,1,2
https://www.zoopla.co.uk//to-rent/details/60197745/,"£1,157 pcm",3 bed terraced house to rent,"Student Property 2022-2023 Selly Oak, Birmingham B29",Listed on 16th Nov 2021,3,1,1
https://www.zoopla.co.uk//to-rent/details/60197725/,£850 pcm,3 bed semi-detached house to rent,"Henlow Road, Kings Heath B14",Listed on 16th Nov 2021,3,1,3
https://www.zoopla.co.uk//to-rent/details/60197719/,"£2,990 pcm",6 bed terraced house to rent,"Leslie Road, Edgbaston, Birmingham B16",Listed on 16th Nov 2021,6,3,1
https://www.zoopla.co.uk//to-rent/details/60197559/,"£1,542 pcm",4 bed terraced house to rent,"Student Property 2022-2023 Selly Oak, Birmingham B29",Listed on 16th Nov 2021,4,2,1
https://www.zoopla.co.uk//to-rent/details/60197525/,"£1,000 pcm",2 bed terraced house to rent,"Gordon Road, Harborne B17",Listed on 16th Nov 2021,2,1,1
https://www.zoopla.co.uk//to-rent/details/54665558/,£775 pcm,1 bed flat to rent,"Viva, 10 Commercial Street, Birmingham B1",Listed on 16th Nov 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/60197492/,"£1,235 pcm",3 bed terraced house to rent,"38 Cadleigh Gardens, Harborne, Birmingham B17",Listed on 16th Nov 2021,3,2,1
https://www.zoopla.co.uk//to-rent/details/56243819/,£750 pcm,2 bed semi-detached house to rent,"Wilderness Lane, Great Barr, Birmingham B43",Listed on 16th Nov 2021,2,N/A,N/A
https://www.zoopla.co.uk//to-rent/details/46602810/,£350 pcm,Room to rent,"Ashbrook Road, Birmingham B30",Listed on 16th Nov 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/60197440/,£795 pcm,2 bed flat to rent,"The Grange, Haslucks Green Road, Shirley B90",Listed on 16th Nov 2021,2,2,1
https://www.zoopla.co.uk//to-rent/details/60197343/,£490 pcm,Room to rent,"81 Reddicap Hill, Sutton Coldfield B75",Listed on 16th Nov 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/60196714/,£40 pcm,2 bed shared accommodation to rent,"Gladstone Road, Sparkbrook, Birmingham B11",Listed on 16th Nov 2021,2,1,1
https://www.zoopla.co.uk//to-rent/details/60195862/,£575 pcm,1 bed flat to rent,"Apartment Hazelwell Court, 12 Hazelwell Road, Birmingham B30",Listed on 16th Nov 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/60195758/,£800 pcm,3 bed semi-detached house to rent,"Marsh Lane, Erdington, Birmingham B23",Listed on 16th Nov 2021,3,1,N/A
https://www.zoopla.co.uk//to-rent/details/46338218/,£575 pcm,1 bed flat to rent,"Rotton Park Road, Edgbaston B16",Listed on 16th Nov 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/60195539/,"£1,200 pcm",2 bed flat to rent,"Newhall Place, Newhall Hill, Birmingham B1",Listed on 15th Nov 2021,2,2,1
https://www.zoopla.co.uk//to-rent/details/51733848/,"£1,000 pcm",2 bed flat to rent,"Regency Place, Parade, Birmingham B1",Listed on 15th Nov 2021,2,1,1
https://www.zoopla.co.uk//to-rent/details/58628326/,£850 pcm,2 bed flat to rent,"Orion Building, Navigation Street, Birmingham B5",Listed on 15th Nov 2021,2,2,1
https://www.zoopla.co.uk//to-rent/details/53749112/,£800 pcm,1 bed flat to rent,"Moreton House, Moreton Street, Jewellery Quarter B1",Listed on 15th Nov 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/47804500/,£800 pcm,Studio to rent,"St Michaels Court, Warstone Parade East, Jewellery Quarter B18",Listed on 15th Nov 2021,N/A,1,1
https://www.zoopla.co.uk//to-rent/details/53180542/,£750 pcm,2 bed flat to rent,"Boundary Road, Birmingham B23",Listed on 15th Nov 2021,2,1,1
https://www.zoopla.co.uk//to-rent/details/60194996/,£900 pcm,2 bed semi-detached house to rent,"Matlock Road, Birmingham B11",Listed on 15th Nov 2021,2,1,N/A
https://www.zoopla.co.uk//to-rent/details/56036719/,£850 pcm,3 bed semi-detached house to rent,"Haunch Lane, Birmingham B13",Listed on 15th Nov 2021,3,N/A,2
https://www.zoopla.co.uk//to-rent/details/46130319/,£725 pcm,2 bed terraced house to rent,"Highters Road, Birmingham B14",Listed on 15th Nov 2021,2,N/A,N/A
https://www.zoopla.co.uk//to-rent/details/60194381/,£386 pcm,6 bed shared accommodation to rent,"Harborne Lane, Birmingham B29",Listed on 15th Nov 2021,6,2,N/A
https://www.zoopla.co.uk//to-rent/details/60194090/,£420 pcm,8 bed shared accommodation to rent,"Dawlish Road, Birmingham B29",Listed on 15th Nov 2021,8,3,N/A
https://www.zoopla.co.uk//to-rent/details/60193931/,£450 pcm,Room to rent,"Phyllis House, Birmingham B5",Listed on 15th Nov 2021,1,3,N/A
https://www.zoopla.co.uk//to-rent/details/60193920/,£675 pcm,1 bed flat to rent,"Mariner Avenue, Birmingham B16",Listed on 15th Nov 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/60193810/,£895 pcm,3 bed terraced house to rent,"Copston Grove, Selly Oak, Birmingham B29",Listed on 15th Nov 2021,3,N/A,N/A
https://www.zoopla.co.uk//to-rent/details/60193658/,"£1,993 pcm",4 bed terraced house to rent,"37 Rookery Road, Selly Oak, Birmingham B29",Listed on 15th Nov 2021,4,1,1
https://www.zoopla.co.uk//to-rent/details/60193617/,"£3,250 pcm",6 bed terraced house to rent,"11 Rookery Road, Selly Oak, Birmingham B29",Listed on 15th Nov 2021,6,6,1
https://www.zoopla.co.uk//to-rent/details/60193596/,"£2,730 pcm",6 bed terraced house to rent,"8 Rookery Road, Selly Oak, Birmingham B29",Listed on 15th Nov 2021,6,3,1
https://www.zoopla.co.uk//to-rent/details/60193578/,"£1,560 pcm",4 bed terraced house to rent,"55 Harrow Road, Selly Oak, Birmingham B29",Listed on 15th Nov 2021,4,1,1
https://www.zoopla.co.uk//to-rent/details/60193562/,"£2,297 pcm",5 bed terraced house to rent,"19 Harrow Road, Selly Oak, Birmingham B29",Listed on 15th Nov 2021,5,3,1
https://www.zoopla.co.uk//to-rent/details/60193421/,£825 pcm,3 bed semi-detached house to rent,"Turves Green, Longbridge, Northfield, Birmingham B31",Listed on 15th Nov 2021,3,1,1
https://www.zoopla.co.uk//to-rent/details/56164821/,£560 pcm,1 bed flat to rent,"Brantley Road, Birmingham B6",Listed on 15th Nov 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/56988457/,"£2,400 pcm",4 bed terraced house to rent,"St Johns Road, Harborne, Birmingham B17",Listed on 15th Nov 2021,4,4,3
https://www.zoopla.co.uk//to-rent/details/60193222/,"£1,500 pcm",5 bed end terrace house to rent,"Albert Road, Birmingham B33",Listed on 15th Nov 2021,5,2,2
https://www.zoopla.co.uk//to-rent/details/60193182/,£725 pcm,2 bed property to rent,"Booths Lane, Great Barr, Birmingham B42",Listed on 15th Nov 2021,2,N/A,N/A
